id,x,y,z,au,cu
49736,57,6,1,0,0
49737,57,6,2,0,0
49738,57,6,3,0,0
49739,57,6,4,0,0
49740,57,6,5,0,0
49741,57,6,6,0,0
49742,57,6,7,0,0
49743,57,6,8,0,0
49744,57,6,9,0,0
49745,57,6,10,0,0
49746,57,6,11,0,0
49747,57,6,12,0,0
49748,57,6,13,0,0
49749,57,7,0,0,0
49750,57,7,1,0,0
49751,57,7,2,0,0
49752,57,7,3,0,0
49753,57,7,4,0,0
49754,57,7,5,0,0
49755,57,7,6,0,0
49756,57,7,7,0,0
49757,57,7,8,0,0
49758,57,7,9,0,0
49759,57,7,10,0,0
49760,57,7,11,0,0
49761,57,7,12,0,0
49762,57,7,13,0,0
49763,57,8,0,0,0
49764,57,8,1,0,0
49765,57,8,2,0,0
49766,57,8,3,0,0
49767,57,8,4,0,0
49768,57,8,5,0,0
49769,57,8,6,0,0
49770,57,8,7,0,0
49771,57,8,8,0,0
49772,57,8,9,0,0
49773,57,8,10,0,0
49774,57,8,11,0,0
49775,57,8,12,0,0
49776,57,8,13,0,0
49777,57,9,0,0,0
49778,57,9,1,0,0
49779,57,9,2,0,0
49780,57,9,3,0,0
49781,57,9,4,0,0
49782,57,9,5,0,0
49783,57,9,6,0,0
49784,57,9,7,0,0
49785,57,9,8,0,0
49786,57,9,9,0,0
49787,57,9,10,0,0
49788,57,9,11,0,0
49789,57,9,12,0,0
49790,57,9,13,0,0
49791,57,9,14,0,0
49792,57,10,0,0,0
49793,57,10,1,0,0
49794,57,10,2,0,0
49795,57,10,3,0,0
49796,57,10,4,0,0
49797,57,10,5,0,0
49798,57,10,6,0,0
49799,57,10,7,0,0
49800,57,10,8,0,0
49801,57,10,9,0,0
49802,57,10,10,0,0
49803,57,10,11,0,0
49804,57,10,12,0,0
49805,57,10,13,0,0
49806,57,10,14,0,0
49807,57,11,0,0,0
49808,57,11,1,0,0
49809,57,11,2,0,0
49810,57,11,3,0,0
49811,57,11,4,0,0
49812,57,11,5,0,0
49813,57,11,6,0,0
49814,57,11,7,0,0
49815,57,11,8,0,0
49816,57,11,9,0,0
49817,57,11,10,0,0
49818,57,11,11,0,0
49819,57,11,12,0,0
49820,57,11,13,0,0
49821,57,11,14,0,0
49822,57,12,0,0,0
49823,57,12,1,0,0
49824,57,12,2,0,0
49825,57,12,3,0,0
49826,57,12,4,0,0
49827,57,12,5,0,0
49828,57,12,6,0,0
49829,57,12,7,0,0
49830,57,12,8,0,0
49831,57,12,9,0,0
49832,57,12,10,0,0
49833,57,12,11,0,0
49834,57,12,12,0,0
49835,57,12,13,0,0
49836,57,12,14,0,0
49837,57,13,0,0,0
49838,57,13,1,0,0
49839,57,13,2,0,0
49840,57,13,3,0,0
49841,57,13,4,0,0
49842,57,13,5,0,0
49843,57,13,6,0,0
49844,57,13,7,0,0
49845,57,13,8,0,0
49846,57,13,9,0,0
49847,57,13,10,0,0
49848,57,13,11,0,0
49849,57,13,12,0,0
49850,57,13,13,0,0
49851,57,13,14,0,0
49852,57,14,0,0,0
49853,57,14,1,0,0
49854,57,14,2,0,0
49855,57,14,3,0,0
49856,57,14,4,0,0
49857,57,14,5,0,0
49858,57,14,6,0,0
49859,57,14,7,0,0
49860,57,14,8,0,0
49861,57,14,9,0,0
49862,57,14,10,0,0
49863,57,14,11,0,0
49864,57,14,12,0,0
49865,57,14,13,0,0
49866,57,14,14,0,0
49867,57,15,0,0,0
49868,57,15,1,0,0
49869,57,15,2,0,0
49870,57,15,3,0,0
49871,57,15,4,0,0
49872,57,15,5,0,0
49873,57,15,6,0,0
49874,57,15,7,0,0
49875,57,15,8,0,0
49876,57,15,9,0,0
49877,57,15,10,0,0
49878,57,15,11,0,0
49879,57,15,12,0,0
49880,57,15,13,0,0
49881,57,15,14,0,0
49882,57,16,0,0,0
49883,57,16,1,0,0
49884,57,16,2,0,0
49885,57,16,3,0,0
49886,57,16,4,0,0
49887,57,16,5,0,0
49888,57,16,6,0,0
49889,57,16,7,0,0
49890,57,16,8,0,0
49891,57,16,9,0,0
49892,57,16,10,0,0
49893,57,16,11,0,0
49894,57,16,12,0,0
49895,57,16,13,0,0
49896,57,16,14,0,0
49897,57,17,0,0,0
49898,57,17,1,0,0
49899,57,17,2,0,0
49900,57,17,3,0,0
49901,57,17,4,0,0
49902,57,17,5,0,0
49903,57,17,6,0,0
49904,57,17,7,0,0
49905,57,17,8,0,0
49906,57,17,9,0,0
49907,57,17,10,0,0
49908,57,17,11,0,0
49909,57,17,12,0,0
49910,57,17,13,0,0
49911,57,17,14,0,0
49912,57,18,0,0,0
49913,57,18,1,0,0
49914,57,18,2,0,0
49915,57,18,3,0,0
49916,57,18,4,0,0
49917,57,18,5,0,0
49918,57,18,6,0,0
49919,57,18,7,0,0
49920,57,18,8,0,0
49921,57,18,9,0,0
49922,57,18,10,0,0
49923,57,18,11,0,0
49924,57,18,12,0,0
49925,57,18,13,0,0
49926,57,18,14,0,0
49927,57,19,0,0,0
49928,57,19,1,0,0
49929,57,19,2,0,0
49930,57,19,3,0,0
49931,57,19,4,0,0
49932,57,19,5,0,0
49933,57,19,6,0,0
49934,57,19,7,0,0
49935,57,19,8,0,0
49936,57,19,9,0,0
49937,57,19,10,0,0
49938,57,19,11,0,0
49939,57,19,12,0,0
49940,57,19,13,0,0
49941,57,19,14,0,0
49942,57,20,0,0,0
49943,57,20,1,0,0
49944,57,20,2,0,0
49945,57,20,3,0,0
49946,57,20,4,0,0
49947,57,20,5,0,0
49948,57,20,6,0,0
49949,57,20,7,0,0
49950,57,20,8,0,0
49951,57,20,9,0,0
49952,57,20,10,0,0
49953,57,20,11,0,0
49954,57,20,12,0,0
49955,57,20,13,0,0
49956,57,20,14,0,0
49957,57,21,0,0,0
49958,57,21,1,0,0
49959,57,21,2,0,0
49960,57,21,3,0,0
49961,57,21,4,0,0
49962,57,21,5,0,0
49963,57,21,6,0,0
49964,57,21,7,0,0
49965,57,21,8,0,0
49966,57,21,9,0,0
49967,57,21,10,0,0
49968,57,21,11,0,0
49969,57,21,12,0,0
49970,57,21,13,0,0
49971,57,21,14,0,0
49972,57,22,0,0,0
49973,57,22,1,0,0
49974,57,22,2,0,0
49975,57,22,3,0,0
49976,57,22,4,0,0
49977,57,22,5,0,0
49978,57,22,6,0,0
49979,57,22,7,0,0
49980,57,22,8,0,0
49981,57,22,9,0,0
49982,57,22,10,0,0
49983,57,22,11,0,0
49984,57,22,12,0,0
49985,57,22,13,0,0
49986,57,22,14,0,0
49987,57,23,0,0,0
49988,57,23,1,0,0
49989,57,23,2,0,0
49990,57,23,3,0,0
49991,57,23,4,0,0
49992,57,23,5,0,0
49993,57,23,6,0,0
49994,57,23,7,0,0
49995,57,23,8,0,0
49996,57,23,9,0,0
49997,57,23,10,0,0
49998,57,23,11,0,0
49999,57,23,12,0,0
50000,57,23,13,0,0
50001,57,23,14,0,0
50002,57,24,0,0,0
50003,57,24,1,0,0
50004,57,24,2,0,0
50005,57,24,3,0,0
50006,57,24,4,0,0
50007,57,24,5,0,0
50008,57,24,6,0,0
50009,57,24,7,0,0
50010,57,24,8,0,0
50011,57,24,9,0,0
50012,57,24,10,0,0
50013,57,24,11,0,0
50014,57,24,12,0,0
50015,57,24,13,0,0
50016,57,24,14,0,0
50017,57,25,0,0,0
50018,57,25,1,0,0
50019,57,25,2,0,0
50020,57,25,3,0,0
50021,57,25,4,0,0
50022,57,25,5,0,0
50023,57,25,6,0,0
50024,57,25,7,0,0
50025,57,25,8,0,0
50026,57,25,9,0,0
50027,57,25,10,0,0
50028,57,25,11,0,0
50029,57,25,12,0,0
50030,57,25,13,0,0
50031,57,25,14,0,0
50032,57,26,0,0,0
50033,57,26,1,0,0
50034,57,26,2,0,0
50035,57,26,3,0,0
50036,57,26,4,0,0
50037,57,26,5,0,0
50038,57,26,6,0,0
50039,57,26,7,0,0
50040,57,26,8,0,0
50041,57,26,9,0,0
50042,57,26,10,0,0
50043,57,26,11,0,0
50044,57,26,12,0,0
50045,57,26,13,0,0
50046,57,26,14,0,0
50047,57,27,0,0,0
50048,57,27,1,0,0
50049,57,27,2,0,0
50050,57,27,3,0,0
50051,57,27,4,0,0
50052,57,27,5,0,0
50053,57,27,6,0,0
50054,57,27,7,0,0
50055,57,27,8,0,0
50056,57,27,9,0,0
50057,57,27,10,0,0
50058,57,27,11,0,0
50059,57,27,12,0,0
50060,57,27,13,0,0
50061,57,27,14,0,0
50062,57,28,0,0,0
50063,57,28,1,0,0
50064,57,28,2,0,0
50065,57,28,3,0,0
50066,57,28,4,0,0
50067,57,28,5,0,0
50068,57,28,6,0,0
50069,57,28,7,0,0
50070,57,28,8,0,0
50071,57,28,9,0,0
50072,57,28,10,0,0
50073,57,28,11,0,0
50074,57,28,12,0,0
50075,57,28,13,0,0
50076,57,28,14,0,0
50077,57,29,0,0,0
50078,57,29,1,0,0
50079,57,29,2,0,0
50080,57,29,3,0,0
50081,57,29,4,0,0
50082,57,29,5,0,0
50083,57,29,6,0,0
50084,57,29,7,0,0
50085,57,29,8,0,0
50086,57,29,9,0,0
50087,57,29,10,0,0
50088,57,29,11,0,0
50089,57,29,12,0,0
50090,57,29,13,0,0
50091,57,29,14,0,0
50092,57,30,0,0,0
50093,57,30,1,0,0
50094,57,30,2,0,0
50095,57,30,3,0,0
50096,57,30,4,0,0
50097,57,30,5,0,0
50098,57,30,6,0,0
50099,57,30,7,0,0
50100,57,30,8,0,0
50101,57,30,9,0,0
50102,57,30,10,0,0
50103,57,30,11,0,0
50104,57,30,12,0,0
50105,57,30,13,0,0
50106,57,30,14,0,0
50107,57,31,0,0,0
50108,57,31,1,0,0
50109,57,31,2,0,0
50110,57,31,3,0,0
50111,57,31,4,0,0
50112,57,31,5,0,0
50113,57,31,6,0,0
50114,57,31,7,0,0
50115,57,31,8,0,0
50116,57,31,9,0,0
50117,57,31,10,0,0
50118,57,31,11,0,0
50119,57,31,12,0,0
50120,57,31,13,0,0
50121,57,31,14,0,0
50122,57,32,0,0,0
50123,57,32,1,0,0
50124,57,32,2,0,0
50125,57,32,3,0,0
50126,57,32,4,0,0
50127,57,32,5,0,0
50128,57,32,6,0,0
50129,57,32,7,0,0
50130,57,32,8,0,0
50131,57,32,9,0,0
50132,57,32,10,0,0
50133,57,32,11,0,0
50134,57,32,12,0,0
50135,57,32,13,0,0
50136,57,32,14,0,0
50137,57,33,0,0,0
50138,57,33,1,0,0
50139,57,33,2,0,0
50140,57,33,3,0,0
50141,57,33,4,0,0
50142,57,33,5,0,0
50143,57,33,6,0,0
50144,57,33,7,0,0
50145,57,33,8,0,0
50146,57,33,9,0,0
50147,57,33,10,0,0
50148,57,33,11,0,0
50149,57,33,12,0,0
50150,57,33,13,0,0
50151,57,33,14,0,0
50152,57,34,0,0,0
50153,57,34,1,0,0
50154,57,34,2,0,0
50155,57,34,3,0,0
50156,57,34,4,0,0
50157,57,34,5,0,0
50158,57,34,6,0,0
50159,57,34,7,0,0
50160,57,34,8,0,0
50161,57,34,9,0,0
50162,57,34,10,0,0
50163,57,34,11,0,0
50164,57,34,12,0,0
50165,57,34,13,0,0
50166,57,34,14,0,0
50167,57,35,0,0,0
50168,57,35,1,0,0
50169,57,35,2,0,0
50170,57,35,3,0,0
50171,57,35,4,0,0
50172,57,35,5,0,0
50173,57,35,6,0,0
50174,57,35,7,0,0
50175,57,35,8,0,0
50176,57,35,9,0,0
50177,57,35,10,0,0
50178,57,35,11,0,0
50179,57,35,12,0,0
50180,57,35,13,0,0
50181,57,35,14,0,0
50182,57,36,0,0,0
50183,57,36,1,0,0
50184,57,36,2,0,0
50185,57,36,3,0,0
50186,57,36,4,0,0
50187,57,36,5,0,0
50188,57,36,6,0,0
50189,57,36,7,0,0
50190,57,36,8,0,0
50191,57,36,9,0,0
50192,57,36,10,0,0
50193,57,36,11,0,0
50194,57,36,12,0,0
50195,57,36,13,0,0
50196,57,36,14,0,0
50197,57,37,0,0,0
50198,57,37,1,0,0
50199,57,37,2,0,0
50200,57,37,3,0,0
50201,57,37,4,0,0
50202,57,37,5,0,0
50203,57,37,6,0,0
50204,57,37,7,0,0
50205,57,37,8,0,0
50206,57,37,9,0,0
50207,57,37,10,0,0
50208,57,37,11,0,0
50209,57,37,12,0,0
50210,57,37,13,0,0
50211,57,37,14,0,0
50212,57,38,0,0,0
50213,57,38,1,0,0
50214,57,38,2,0,0
50215,57,38,3,0,0
50216,57,38,4,0,0
50217,57,38,5,0,0
50218,57,38,6,0,0
50219,57,38,7,0,0
50220,57,38,8,0,0
50221,57,38,9,0,0
50222,57,38,10,0,0
50223,57,38,11,0,0
50224,57,38,12,0,0
50225,57,38,13,0,0
50226,57,38,14,0,0
50227,57,39,0,0,0
50228,57,39,1,0,0
50229,57,39,2,0,0
50230,57,39,3,0,0
50231,57,39,4,0,0
50232,57,39,5,0,0
50233,57,39,6,0,0
50234,57,39,7,0,0
50235,57,39,8,0,0
50236,57,39,9,0,0
50237,57,39,10,0,0
50238,57,39,11,0,0
50239,57,39,12,0,0
50240,57,39,13,0,0
50241,57,39,14,0,0
50242,57,40,0,0,0
50243,57,40,1,0,0
50244,57,40,2,0,0
50245,57,40,3,0,0
50246,57,40,4,0,0
50247,57,40,5,0,0
50248,57,40,6,0,0
50249,57,40,7,0,0
50250,57,40,8,0,0
50251,57,40,9,0,0
50252,57,40,10,0,0
50253,57,40,11,0,0
50254,57,40,12,0,0
50255,57,40,13,0,0
50256,57,40,14,0,0
50257,57,41,0,0,0
50258,57,41,1,0,0
50259,57,41,2,0,0
50260,57,41,3,0,0
50261,57,41,4,0,0
50262,57,41,5,0,0
50263,57,41,6,0,0
50264,57,41,7,0,0
50265,57,41,8,0,0
50266,57,41,9,0,0
50267,57,41,10,0,0
50268,57,41,11,0,0
50269,57,41,12,0,0
50270,57,41,13,0,0
50271,57,41,14,0,0
50272,57,42,0,0,0
50273,57,42,1,0,0
50274,57,42,2,0,0
50275,57,42,3,0,0
50276,57,42,4,0,0
50277,57,42,5,0,0
50278,57,42,6,0,0
50279,57,42,7,0,0
50280,57,42,8,0,0
50281,57,42,9,0,0
50282,57,42,10,0,0
50283,57,42,11,0,0
50284,57,42,12,0,0
50285,57,42,13,0,0
50286,57,42,14,0,0
50287,57,43,0,0,0
50288,57,43,1,0,0
50289,57,43,2,0,0
50290,57,43,3,0,0
50291,57,43,4,0,0
50292,57,43,5,0,0
50293,57,43,6,0,0
50294,57,43,7,0,0
50295,57,43,8,0,0
50296,57,43,9,0,0
50297,57,43,10,0,0
50298,57,43,11,0,0
50299,57,43,12,0,0
50300,57,43,13,0,0
50301,57,43,14,0,0
50302,57,44,0,0,0
50303,57,44,1,0,0
50304,57,44,2,0,0
50305,57,44,3,0,0
50306,57,44,4,0,0
50307,57,44,5,0,0
50308,57,44,6,0,0
50309,57,44,7,0,0
50310,57,44,8,0,0
50311,57,44,9,0,0
50312,57,44,10,0,0
50313,57,44,11,0,0
50314,57,44,12,0,0
50315,57,44,13,0,0
50316,57,44,14,0,0
50317,57,45,0,0,0
50318,57,45,1,0,0
50319,57,45,2,0,0
50320,57,45,3,0,0
50321,57,45,4,0,0
50322,57,45,5,0,0
50323,57,45,6,0,0
50324,57,45,7,0,0
50325,57,45,8,0,0
50326,57,45,9,0,0
50327,57,45,10,0,0
50328,57,45,11,0,0
50329,57,45,12,0,0
50330,57,45,13,0,0
50331,57,45,14,0,0
50332,57,46,0,0,0
50333,57,46,1,0,0
50334,57,46,2,0,0
50335,57,46,3,0,0
50336,57,46,4,0,0
50337,57,46,5,0,0
50338,57,46,6,0,0
50339,57,46,7,0,0
50340,57,46,8,0,0
50341,57,46,9,0,0
50342,57,46,10,0,0
50343,57,46,11,0,0
50344,57,46,12,0,0
50345,57,46,13,0,0
50346,57,46,14,0,0
50347,57,47,0,0,0
50348,57,47,1,0,0
50349,57,47,2,0,0
50350,57,47,3,0,0
50351,57,47,4,0,0
50352,57,47,5,0,0
50353,57,47,6,0,0
50354,57,47,7,0,0
50355,57,47,8,0,0
50356,57,47,9,0,0
50357,57,47,10,0,0
50358,57,47,11,0,0
50359,57,47,12,0,0
50360,57,47,13,0,0
50361,57,47,14,0,0
50362,57,48,0,0,0
50363,57,48,1,0,0
50364,57,48,2,0,0
50365,57,48,3,0,0
50366,57,48,4,0,0
50367,57,48,5,0,0
50368,57,48,6,0,0
50369,57,48,7,0,0
50370,57,48,8,0,0
50371,57,48,9,0,0
50372,57,48,10,0,0
50373,57,48,11,0,0
50374,57,48,12,0,0
50375,57,48,13,0,0
50376,57,48,14,0,0
50377,57,49,0,0,0
50378,57,49,1,0,0
50379,57,49,2,0,0
50380,57,49,3,0,0
50381,57,49,4,0,0
50382,57,49,5,0,0
50383,57,49,6,0,0
50384,57,49,7,0,0
50385,57,49,8,0,0
50386,57,49,9,0,0
50387,57,49,10,0,0
50388,57,49,11,0,0
50389,57,49,12,0,0
50390,57,49,13,0,0
50391,57,49,14,0,0
50392,57,50,0,0,0
50393,57,50,1,0,0
50394,57,50,2,0,0
50395,57,50,3,0,0
50396,57,50,4,0,0
50397,57,50,5,0,0
50398,57,50,6,0,0
50399,57,50,7,0,0
50400,57,50,8,0,0
50401,57,50,9,0,0
50402,57,50,10,0,0
50403,57,50,11,0,0
50404,57,50,12,0,0
50405,57,50,13,0,0
50406,57,50,14,0,0
50407,57,51,0,0,0
50408,57,51,1,0,0
50409,57,51,2,0,0
50410,57,51,3,0,0
50411,57,51,4,0,0
50412,57,51,5,0,0
50413,57,51,6,0,0
50414,57,51,7,0,0
50415,57,51,8,0,0
50416,57,51,9,0,0
50417,57,51,10,0,0
50418,57,51,11,0,0
50419,57,51,12,0,0
50420,57,51,13,0,0
50421,57,51,14,0,0
50422,57,52,0,0,0
50423,57,52,1,0,0
50424,57,52,2,0,0
50425,57,52,3,0,0
50426,57,52,4,0,0
50427,57,52,5,0,0
50428,57,52,6,0,0
50429,57,52,7,0,0
50430,57,52,8,0,0
50431,57,52,9,0,0
50432,57,52,10,0,0
50433,57,52,11,0,0
50434,57,52,12,0,0
50435,57,52,13,0,0
50436,57,52,14,0,0
50437,57,53,0,0,0
50438,57,53,1,0,0
50439,57,53,2,0,0
50440,57,53,3,0,0
50441,57,53,4,0,0
50442,57,53,5,0,0
50443,57,53,6,0,0
50444,57,53,7,0,0
50445,57,53,8,0,0
50446,57,53,9,0,0
50447,57,53,10,0,0
50448,57,53,11,0,0
50449,57,53,12,0,0
50450,57,53,13,0,0
50451,57,53,14,0,0
50452,57,54,0,0,0
50453,57,54,1,0,0
50454,57,54,2,0,0
50455,57,54,3,0,0
50456,57,54,4,0,0
50457,57,54,5,0,0
50458,57,54,6,0,0
50459,57,54,7,0,0
50460,57,54,8,0,0
50461,57,54,9,0,0
50462,57,54,10,0,0
50463,57,54,11,0,0
50464,57,54,12,0,0
50465,57,54,13,0,0
50466,57,54,14,0,0
50467,57,55,0,0,0
50468,57,55,1,0,0
50469,57,55,2,0,0
50470,57,55,3,0,0
50471,57,55,4,0,0
50472,57,55,5,0,0
50473,57,55,6,0,0
50474,57,55,7,0,0
50475,57,55,8,0,0
50476,57,55,9,0,0
50477,57,55,10,0,0
50478,57,55,11,0,0
50479,57,55,12,0,0
50480,57,55,13,0,0
50481,57,55,14,0,0
50482,57,55,15,0,0
50483,57,56,0,0,0
50484,57,56,1,0,0
50485,57,56,2,0,0
50486,57,56,3,0,0
50487,57,56,4,0,0
50488,57,56,5,0,0
50489,57,56,6,0,0
50490,57,56,7,0,0
50491,57,56,8,0,0
50492,57,56,9,0,0
50493,57,56,10,0,0
50494,57,56,11,0,0
50495,57,56,12,0,0
50496,57,56,13,0,0
50497,57,56,14,0,0
50498,57,56,15,0,0
50499,57,57,0,0,0
50500,57,57,1,0,0
50501,57,57,2,0,0
50502,57,57,3,0,0
50503,57,57,4,0,0
50504,57,57,5,0,0
50505,57,57,6,0,0
50506,57,57,7,0,0
50507,57,57,8,0,0
50508,57,57,9,0,0
50509,57,57,10,0,0
50510,57,57,11,0,0
50511,57,57,12,0,0
50512,57,57,13,0,0
50513,57,57,14,0,0
50514,57,57,15,0,0
50515,57,58,0,0,0
50516,57,58,1,0,0
50517,57,58,2,0,0
50518,57,58,3,0,0
50519,57,58,4,0,0
50520,57,58,5,0,0
50521,57,58,6,0,0
50522,57,58,7,0,0
50523,57,58,8,0,0
50524,57,58,9,0,0
50525,57,58,10,0,0
50526,57,58,11,0,0
50527,57,58,12,0,0
50528,57,58,13,0,0
50529,57,58,14,0,0
50530,57,58,15,0,0
50531,57,59,0,0,0
50532,57,59,1,0,0
50533,57,59,2,0,0
50534,57,59,3,0,0
50535,57,59,4,0,0
50536,57,59,5,0,0
50537,57,59,6,0,0
50538,57,59,7,0,0
50539,57,59,8,0,0
50540,57,59,9,0,0
50541,57,59,10,0,0
50542,57,59,11,0,0
50543,57,59,12,0,0
50544,57,59,13,0,0
50545,57,59,14,0,0
50546,57,59,15,0,0
50547,57,59,16,0,0
50548,58,0,0,0,0
50549,58,0,1,0,0
50550,58,0,2,0,0
50551,58,0,3,0,0
50552,58,0,4,0,0
50553,58,0,5,0,0
50554,58,0,6,0,0
50555,58,0,7,0,0
50556,58,0,8,0,0
50557,58,0,9,0,0
50558,58,0,10,0,0
50559,58,0,11,0,0
50560,58,0,12,0,0
50561,58,0,13,0,0
50562,58,1,0,0,0
50563,58,1,1,0,0
50564,58,1,2,0,0
50565,58,1,3,0,0
50566,58,1,4,0,0
50567,58,1,5,0,0
50568,58,1,6,0,0
50569,58,1,7,0,0
50570,58,1,8,0,0
50571,58,1,9,0,0
50572,58,1,10,0,0
50573,58,1,11,0,0
50574,58,1,12,0,0
50575,58,1,13,0,0
50576,58,2,0,0,0
50577,58,2,1,0,0
50578,58,2,2,0,0
50579,58,2,3,0,0
50580,58,2,4,0,0
50581,58,2,5,0,0
50582,58,2,6,0,0
50583,58,2,7,0,0
50584,58,2,8,0,0
50585,58,2,9,0,0
50586,58,2,10,0,0
50587,58,2,11,0,0
50588,58,2,12,0,0
50589,58,2,13,0,0
50590,58,3,0,0,0
50591,58,3,1,0,0
50592,58,3,2,0,0
50593,58,3,3,0,0
50594,58,3,4,0,0
50595,58,3,5,0,0
50596,58,3,6,0,0
50597,58,3,7,0,0
50598,58,3,8,0,0
50599,58,3,9,0,0
50600,58,3,10,0,0
50601,58,3,11,0,0
50602,58,3,12,0,0
50603,58,3,13,0,0
50604,58,4,0,0,0
50605,58,4,1,0,0
50606,58,4,2,0,0
50607,58,4,3,0,0
50608,58,4,4,0,0
50609,58,4,5,0,0
50610,58,4,6,0,0
50611,58,4,7,0,0
50612,58,4,8,0,0
50613,58,4,9,0,0
50614,58,4,10,0,0
50615,58,4,11,0,0
50616,58,4,12,0,0
50617,58,4,13,0,0
50618,58,5,0,0,0
50619,58,5,1,0,0
50620,58,5,2,0,0
50621,58,5,3,0,0
50622,58,5,4,0,0
50623,58,5,5,0,0
50624,58,5,6,0,0
50625,58,5,7,0,0
50626,58,5,8,0,0
50627,58,5,9,0,0
50628,58,5,10,0,0
50629,58,5,11,0,0
50630,58,5,12,0,0
50631,58,5,13,0,0
50632,58,6,0,0,0
50633,58,6,1,0,0
50634,58,6,2,0,0
50635,58,6,3,0,0
50636,58,6,4,0,0
50637,58,6,5,0,0
50638,58,6,6,0,0
50639,58,6,7,0,0
50640,58,6,8,0,0
50641,58,6,9,0,0
50642,58,6,10,0,0
50643,58,6,11,0,0
50644,58,6,12,0,0
50645,58,6,13,0,0
50646,58,7,0,0,0
50647,58,7,1,0,0
50648,58,7,2,0,0
50649,58,7,3,0,0
50650,58,7,4,0,0
50651,58,7,5,0,0
50652,58,7,6,0,0
50653,58,7,7,0,0
50654,58,7,8,0,0
50655,58,7,9,0,0
50656,58,7,10,0,0
50657,58,7,11,0,0
50658,58,7,12,0,0
50659,58,7,13,0,0
50660,58,7,14,0,0
50661,58,8,0,0,0
50662,58,8,1,0,0
50663,58,8,2,0,0
50664,58,8,3,0,0
50665,58,8,4,0,0
50666,58,8,5,0,0
50667,58,8,6,0,0
50668,58,8,7,0,0
50669,58,8,8,0,0
50670,58,8,9,0,0
50671,58,8,10,0,0
50672,58,8,11,0,0
50673,58,8,12,0,0
50674,58,8,13,0,0
50675,58,8,14,0,0
50676,58,9,0,0,0
50677,58,9,1,0,0
50678,58,9,2,0,0
50679,58,9,3,0,0
50680,58,9,4,0,0
50681,58,9,5,0,0
50682,58,9,6,0,0
50683,58,9,7,0,0
50684,58,9,8,0,0
50685,58,9,9,0,0
50686,58,9,10,0,0
50687,58,9,11,0,0
50688,58,9,12,0,0
50689,58,9,13,0,0
50690,58,9,14,0,0
50691,58,10,0,0,0
50692,58,10,1,0,0
50693,58,10,2,0,0
50694,58,10,3,0,0
50695,58,10,4,0,0
50696,58,10,5,0,0
50697,58,10,6,0,0
50698,58,10,7,0,0
50699,58,10,8,0,0
50700,58,10,9,0,0
50701,58,10,10,0,0
50702,58,10,11,0,0
50703,58,10,12,0,0
50704,58,10,13,0,0
50705,58,10,14,0,0
50706,58,11,0,0,0
50707,58,11,1,0,0
50708,58,11,2,0,0
50709,58,11,3,0,0
50710,58,11,4,0,0
50711,58,11,5,0,0
50712,58,11,6,0,0
50713,58,11,7,0,0
50714,58,11,8,0,0
50715,58,11,9,0,0
50716,58,11,10,0,0
50717,58,11,11,0,0
50718,58,11,12,0,0
50719,58,11,13,0,0
50720,58,11,14,0,0
50721,58,12,0,0,0
50722,58,12,1,0,0
50723,58,12,2,0,0
50724,58,12,3,0,0
50725,58,12,4,0,0
50726,58,12,5,0,0
50727,58,12,6,0,0
50728,58,12,7,0,0
50729,58,12,8,0,0
50730,58,12,9,0,0
50731,58,12,10,0,0
50732,58,12,11,0,0
50733,58,12,12,0,0
50734,58,12,13,0,0
50735,58,12,14,0,0
50736,58,13,0,0,0
50737,58,13,1,0,0
50738,58,13,2,0,0
50739,58,13,3,0,0
50740,58,13,4,0,0
50741,58,13,5,0,0
50742,58,13,6,0,0
50743,58,13,7,0,0
50744,58,13,8,0,0
50745,58,13,9,0,0
50746,58,13,10,0,0
50747,58,13,11,0,0
50748,58,13,12,0,0
50749,58,13,13,0,0
50750,58,13,14,0,0
50751,58,14,0,0,0
50752,58,14,1,0,0
50753,58,14,2,0,0
50754,58,14,3,0,0
50755,58,14,4,0,0
50756,58,14,5,0,0
50757,58,14,6,0,0
50758,58,14,7,0,0
50759,58,14,8,0,0
50760,58,14,9,0,0
50761,58,14,10,0,0
50762,58,14,11,0,0
50763,58,14,12,0,0
50764,58,14,13,0,0
50765,58,14,14,0,0
50766,58,15,0,0,0
50767,58,15,1,0,0
50768,58,15,2,0,0
50769,58,15,3,0,0
50770,58,15,4,0,0
50771,58,15,5,0,0
50772,58,15,6,0,0
50773,58,15,7,0,0
50774,58,15,8,0,0
50775,58,15,9,0,0
50776,58,15,10,0,0
50777,58,15,11,0,0
50778,58,15,12,0,0
50779,58,15,13,0,0
50780,58,15,14,0,0
50781,58,16,0,0,0
50782,58,16,1,0,0
50783,58,16,2,0,0
50784,58,16,3,0,0
50785,58,16,4,0,0
50786,58,16,5,0,0
50787,58,16,6,0,0
50788,58,16,7,0,0
50789,58,16,8,0,0
50790,58,16,9,0,0
50791,58,16,10,0,0
50792,58,16,11,0,0
50793,58,16,12,0,0
50794,58,16,13,0,0
50795,58,16,14,0,0
50796,58,17,0,0,0
50797,58,17,1,0,0
50798,58,17,2,0,0
50799,58,17,3,0,0
50800,58,17,4,0,0
50801,58,17,5,0,0
50802,58,17,6,0,0
50803,58,17,7,0,0
50804,58,17,8,0,0
50805,58,17,9,0,0
50806,58,17,10,0,0
50807,58,17,11,0,0
50808,58,17,12,0,0
50809,58,17,13,0,0
50810,58,17,14,0,0
